unique_sample_id	experiment_type	replicate	timepoint	treatment	is_control	animal_id	image_id	curated_rosette_path	base_segmentation_path
R3-T20-U0126-A4-I1	inhibitor	R3	T20	U0126	False	4	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_4_0001/02_segmentation_R3_T20_U0126_4_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_4_0001/02_segmentation_R3_T20_U0126_4_0001_seg_cur.tif
R3-T20-AZD8055-A4-I1	inhibitor	R3	T20	AZD8055	False	4	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_4_0001/02_segmentation_R3_T20_AZD8055_4_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_4_0001/02_segmentation_R3_T20_AZD8055_4_0001_seg_cur.tif
R3-T20-AZD8055_CTRL-A4-I1	inhibitor	R3	T20	AZD8055	True	4	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_4_0001/02_segmentation_R3_T20_AZD8055_dmso_4_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_4_0001/02_segmentation_R3_T20_AZD8055_dmso_4_0001_seg_cur.tif
R3-T20-QVD-A4-I1	inhibitor	R3	T20	QVD	False	4	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_4_0001/02_segmentation_R3_T20_QVD_4_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_4_0001/02_segmentation_R3_T20_QVD_4_0001_seg_cur.tif
R3-T20-QVD_CTRL-A4-I1	inhibitor	R3	T20	QVD	True	4	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_4_0001/02_segmentation_R3_T20_QVD_dmso_4_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_4_0001/02_segmentation_R3_T20_QVD_dmso_4_0001_seg_cur.tif
R3-T20-STAUROSPORINE-A5-I0	inhibitor	R3	T20	STAUROSPORINE	False	5	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_5/02_segmentation_R3_T20_staurosporine_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_5/02_segmentation_R3_T20_staurosporine_5_seg_cur.tif
R3-T20-STAUROSPORINE_CTRL-A5-I0	inhibitor	R3	T20	STAUROSPORINE	True	5	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_5/02_segmentation_R3_T20_staurosporine_dmso_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_5/02_segmentation_R3_T20_staurosporine_dmso_5_seg_cur.tif
R3-T20-U0126-A5-I0	inhibitor	R3	T20	U0126	False	5	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_5/02_segmentation_R3_T20_U0126_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_5/02_segmentation_R3_T20_U0126_5_seg_cur.tif
R3-T20-U0126_CTRL-A5-I0	inhibitor	R3	T20	U0126	True	5	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_5/02_segmentation_R3_T20_U0126_dmso_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_5/02_segmentation_R3_T20_U0126_dmso_5_seg_cur.tif
R3-T20-AZD8055_CTRL-A5-I0	inhibitor	R3	T20	AZD8055	True	5	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_5/02_segmentation_R3_T20_AZD8055_dmso_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_5/02_segmentation_R3_T20_AZD8055_dmso_5_seg_cur.tif
R3-T20-AZD8055-A5-I0	inhibitor	R3	T20	AZD8055	False	5	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_5/02_segmentation_R3_T20_AZD8055_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_5/02_segmentation_R3_T20_AZD8055_5_seg_cur.tif
R3-T20-QVD_CTRL-A5-I0	inhibitor	R3	T20	QVD	True	5	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_5/02_segmentation_R3_T20_QVD_dmso_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_5/02_segmentation_R3_T20_QVD_dmso_5_seg_cur.tif
R3-T20-QVD-A5-I0	inhibitor	R3	T20	QVD	False	5	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_5/02_segmentation_R3_T20_QVD_5_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_5/02_segmentation_R3_T20_QVD_5_seg_cur.tif
R3-T20-STAUROSPORINE_CTRL-A5-I1	inhibitor	R3	T20	STAUROSPORINE	True	5	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_5_0001/02_segmentation_R3_T20_staurosporine_dmso_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_5_0001/02_segmentation_R3_T20_staurosporine_dmso_5_0001_seg_cur.tif
R3-T20-STAUROSPORINE-A5-I1	inhibitor	R3	T20	STAUROSPORINE	False	5	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_5_0001/02_segmentation_R3_T20_staurosporine_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_5_0001/02_segmentation_R3_T20_staurosporine_5_0001_seg_cur.tif
R3-T20-U0126-A5-I1	inhibitor	R3	T20	U0126	False	5	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_5_0001/02_segmentation_R3_T20_U0126_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_5_0001/02_segmentation_R3_T20_U0126_5_0001_seg_cur.tif
R3-T20-U0126_CTRL-A5-I1	inhibitor	R3	T20	U0126	True	5	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_5_0001/02_segmentation_R3_T20_U0126_dmso_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_5_0001/02_segmentation_R3_T20_U0126_dmso_5_0001_seg_cur.tif
R3-T20-AZD8055-A5-I1	inhibitor	R3	T20	AZD8055	False	5	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_5_0001/02_segmentation_R3_T20_AZD8055_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_5_0001/02_segmentation_R3_T20_AZD8055_5_0001_seg_cur.tif
R3-T20-QVD-A5-I1	inhibitor	R3	T20	QVD	False	5	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_5_0001/02_segmentation_R3_T20_QVD_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_5_0001/02_segmentation_R3_T20_QVD_5_0001_seg_cur.tif
R3-T20-QVD_CTRL-A5-I1	inhibitor	R3	T20	QVD	True	5	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_5_0001/02_segmentation_R3_T20_QVD_dmso_5_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_5_0001/02_segmentation_R3_T20_QVD_dmso_5_0001_seg_cur.tif
R3-T20-STAUROSPORINE_CTRL-A6-I0	inhibitor	R3	T20	STAUROSPORINE	True	6	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_6/02_segmentation_R3_T20_staurosporine_dmso_6_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_6/02_segmentation_R3_T20_staurosporine_dmso_6_seg_cur.tif
R3-T20-STAUROSPORINE-A6-I0	inhibitor	R3	T20	STAUROSPORINE	False	6	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_6/02_segmentation_R3_T20_staurosporine_6_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_6/02_segmentation_R3_T20_staurosporine_6_seg_cur.tif
R3-T20-U0126_CTRL-A6-I0	inhibitor	R3	T20	U0126	True	6	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_6/02_segmentation_R3_T20_U0126_dmso_6_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_6/02_segmentation_R3_T20_U0126_dmso_6_seg_cur.tif
R3-T20-U0126-A6-I0	inhibitor	R3	T20	U0126	False	6	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_6/02_segmentation_R3_T20_U0126_6_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_6/02_segmentation_R3_T20_U0126_6_seg_cur.tif
R3-T20-AZD8055_CTRL-A6-I0	inhibitor	R3	T20	AZD8055	True	6	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_6/02_segmentation_R3_T20_AZD8055_dmso_6_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_6/02_segmentation_R3_T20_AZD8055_dmso_6_seg_cur.tif
R3-T20-AZD8055-A6-I0	inhibitor	R3	T20	AZD8055	False	6	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_6/02_segmentation_R3_T20_AZD8055_6_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_6/02_segmentation_R3_T20_AZD8055_6_seg_cur.tif
R3-T20-QVD-A6-I0	inhibitor	R3	T20	QVD	False	6	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_6/02_segmentation_R3_T20_QVD_6_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_6/02_segmentation_R3_T20_QVD_6_seg_cur.tif
R3-T20-QVD_CTRL-A6-I0	inhibitor	R3	T20	QVD	True	6	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_6/02_segmentation_R3_T20_QVD_dmso_6_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_6/02_segmentation_R3_T20_QVD_dmso_6_seg_cur.tif
R3-T20-STAUROSPORINE-A6-I1	inhibitor	R3	T20	STAUROSPORINE	False	6	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_6_0001/02_segmentation_R3_T20_staurosporine_6_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_6_0001/02_segmentation_R3_T20_staurosporine_6_0001_seg_cur.tif
R3-T20-STAUROSPORINE_CTRL-A6-I1	inhibitor	R3	T20	STAUROSPORINE	True	6	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_6_0001/02_segmentation_R3_T20_staurosporine_dmso_6_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_6_0001/02_segmentation_R3_T20_staurosporine_dmso_6_0001_seg_cur.tif
R3-T20-U0126_CTRL-A6-I1	inhibitor	R3	T20	U0126	True	6	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_6_0001/02_segmentation_R3_T20_U0126_dmso_6_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_6_0001/02_segmentation_R3_T20_U0126_dmso_6_0001_seg_cur.tif
R3-T20-U0126-A6-I1	inhibitor	R3	T20	U0126	False	6	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_6_0001/02_segmentation_R3_T20_U0126_6_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_6_0001/02_segmentation_R3_T20_U0126_6_0001_seg_cur.tif
R3-T20-AZD8055_CTRL-A6-I1	inhibitor	R3	T20	AZD8055	True	6	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_6_0001/02_segmentation_R3_T20_AZD8055_dmso_6_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_6_0001/02_segmentation_R3_T20_AZD8055_dmso_6_0001_seg_cur.tif
R3-T20-QVD_CTRL-A6-I1	inhibitor	R3	T20	QVD	True	6	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_6_0001/02_segmentation_R3_T20_QVD_dmso_6_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_6_0001/02_segmentation_R3_T20_QVD_dmso_6_0001_seg_cur.tif
R3-T20-QVD-A6-I1	inhibitor	R3	T20	QVD	False	6	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_6_0001/02_segmentation_R3_T20_QVD_6_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_6_0001/02_segmentation_R3_T20_QVD_6_0001_seg_cur.tif
R3-T20-STAUROSPORINE_CTRL-A7-I0	inhibitor	R3	T20	STAUROSPORINE	True	7	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_7/02_segmentation_R3_T20_staurosporine_dmso_7_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_7/02_segmentation_R3_T20_staurosporine_dmso_7_seg_cur.tif
R3-T20-STAUROSPORINE-A7-I0	inhibitor	R3	T20	STAUROSPORINE	False	7	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_7/02_segmentation_R3_T20_staurosporine_7_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_7/02_segmentation_R3_T20_staurosporine_7_seg_cur.tif
R3-T20-U0126_CTRL-A7-I0	inhibitor	R3	T20	U0126	True	7	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_7/02_segmentation_R3_T20_U0126_dmso_7_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_7/02_segmentation_R3_T20_U0126_dmso_7_seg_cur.tif
R3-T20-U0126-A7-I0	inhibitor	R3	T20	U0126	False	7	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_7/02_segmentation_R3_T20_U0126_7_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_7/02_segmentation_R3_T20_U0126_7_seg_cur.tif
R3-T20-AZD8055-A7-I0	inhibitor	R3	T20	AZD8055	False	7	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_7/02_segmentation_R3_T20_AZD8055_7_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_7/02_segmentation_R3_T20_AZD8055_7_seg_cur.tif
R3-T20-QVD-A7-I0	inhibitor	R3	T20	QVD	False	7	0	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_7/02_segmentation_R3_T20_QVD_7_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_7/02_segmentation_R3_T20_QVD_7_seg_cur.tif
R3-T20-STAUROSPORINE-A7-I1	inhibitor	R3	T20	STAUROSPORINE	False	7	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_7_0001/02_segmentation_R3_T20_staurosporine_7_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_7_0001/02_segmentation_R3_T20_staurosporine_7_0001_seg_cur.tif
R3-T20-STAUROSPORINE_CTRL-A7-I1	inhibitor	R3	T20	STAUROSPORINE	True	7	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_7_0001/02_segmentation_R3_T20_staurosporine_dmso_7_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_7_0001/02_segmentation_R3_T20_staurosporine_dmso_7_0001_seg_cur.tif
R3-T20-U0126-A7-I1	inhibitor	R3	T20	U0126	False	7	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_7_0001/02_segmentation_R3_T20_U0126_7_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_7_0001/02_segmentation_R3_T20_U0126_7_0001_seg_cur.tif
R3-T20-U0126_CTRL-A7-I1	inhibitor	R3	T20	U0126	True	7	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_7_0001/02_segmentation_R3_T20_U0126_dmso_7_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_7_0001/02_segmentation_R3_T20_U0126_dmso_7_0001_seg_cur.tif
R3-T20-AZD8055_CTRL-A7-I1	inhibitor	R3	T20	AZD8055	True	7	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_7_0001/02_segmentation_R3_T20_AZD8055_dmso_7_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_7_0001/02_segmentation_R3_T20_AZD8055_dmso_7_0001_seg_cur.tif
R3-T20-QVD-A7-I1	inhibitor	R3	T20	QVD	False	7	1	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_7_0001/02_segmentation_R3_T20_QVD_7_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_7_0001/02_segmentation_R3_T20_QVD_7_0001_seg_cur.tif
R3-T20-QVD_CTRL-A7-I2	inhibitor	R3	T20	QVD	True	7	2	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_7_0002/02_segmentation_R3_T20_QVD_dmso_7_0002_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250723_qvd_inhibitor_seg/R3_T20_QVD_seg/R3_T20_QVD_dmso_7_0002/02_segmentation_R3_T20_QVD_dmso_7_0002_seg_cur.tif
R3-T20-STAUROSPORINE_CTRL-A8-I0	inhibitor	R3	T20	STAUROSPORINE	True	8	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_8/02_segmentation_R3_T20_staurosporine_dmso_8_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_8/02_segmentation_R3_T20_staurosporine_dmso_8_seg_cur.tif
R3-T20-STAUROSPORINE-A8-I0	inhibitor	R3	T20	STAUROSPORINE	False	8	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_8/02_segmentation_R3_T20_staurosporine_8_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_8/02_segmentation_R3_T20_staurosporine_8_seg_cur.tif
R3-T20-U0126_CTRL-A8-I0	inhibitor	R3	T20	U0126	True	8	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_8/02_segmentation_R3_T20_U0126_dmso_8_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_8/02_segmentation_R3_T20_U0126_dmso_8_seg_cur.tif
R3-T20-U0126-A8-I0	inhibitor	R3	T20	U0126	False	8	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_8/02_segmentation_R3_T20_U0126_8_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_8/02_segmentation_R3_T20_U0126_8_seg_cur.tif
R3-T20-AZD8055_CTRL-A8-I0	inhibitor	R3	T20	AZD8055	True	8	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_8/02_segmentation_R3_T20_AZD8055_dmso_8_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_dmso_8/02_segmentation_R3_T20_AZD8055_dmso_8_seg_cur.tif
R3-T20-AZD8055-A8-I0	inhibitor	R3	T20	AZD8055	False	8	0	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_8/02_segmentation_R3_T20_AZD8055_8_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_AZD8055_seg/R3_T20_AZD8055_8/02_segmentation_R3_T20_AZD8055_8_seg_cur.tif
R3-T20-STAUROSPORINE_CTRL-A8-I1	inhibitor	R3	T20	STAUROSPORINE	True	8	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_8_0001/02_segmentation_R3_T20_staurosporine_dmso_8_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_dmso_8_0001/02_segmentation_R3_T20_staurosporine_dmso_8_0001_seg_cur.tif
R3-T20-STAUROSPORINE-A8-I1	inhibitor	R3	T20	STAUROSPORINE	False	8	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_8_0001/02_segmentation_R3_T20_staurosporine_8_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_staurosporine_seg/R3_T20_staurosporine_8_0001/02_segmentation_R3_T20_staurosporine_8_0001_seg_cur.tif
R3-T20-U0126_CTRL-A8-I1	inhibitor	R3	T20	U0126	True	8	1	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_8_0001/02_segmentation_R3_T20_U0126_dmso_8_0001_seg_cur copy.tif	inhibitors/2_segmentation_&_rosettes/250714_inhibitors_R3_seg/R3_T20_U0126_seg/R3_T20_U0126_dmso_8_0001/02_segmentation_R3_T20_U0126_dmso_8_0001_seg_cur.tif
